0.000000000000000000e+00 0.000000000000000000e+00
2.000040000800016107e-02 1.641000000000000097e-03
4.000080001600032215e-02 6.146999999999999686e-03
6.000120002400048669e-02 1.798599999999999852e-02
8.000160003200064429e-02 3.416799999999999699e-02
1.000020000400008019e-01 4.857600000000000112e-02
1.200024000480009734e-01 5.821400000000000186e-02
1.400028000560011310e-01 6.248399999999999788e-02
1.600032000640012886e-01 6.542100000000000692e-02
1.800036000720014462e-01 6.937899999999999623e-02
2.000040000800016038e-01 7.502499999999999447e-02
2.200044000880017614e-01 8.126600000000000490e-02
2.400048000960019468e-01 8.774800000000000655e-02
2.600052001040020766e-01 9.446100000000000330e-02
2.800056001120022620e-01 1.016620000000000024e-01
3.000060001200023918e-01 1.101800000000000002e-01
3.200064001280025772e-01 1.206580000000000014e-01
3.400068001360027625e-01 1.320530000000000037e-01
3.600072001440028924e-01 1.430130000000000012e-01
3.800076001520030777e-01 1.530209999999999904e-01
4.000080001600032076e-01 1.630000000000000060e-01
4.200084001680033929e-01 1.721360000000000112e-01
4.400088001760035228e-01 1.803949999999999998e-01
4.600092001840037081e-01 1.881649999999999989e-01
4.800096001920038935e-01 1.951980000000000104e-01
5.000100002000040789e-01 2.019150000000000111e-01
5.200104002080041532e-01 2.087890000000000024e-01
5.400108002160043386e-01 2.149500000000000022e-01
5.600112002240045239e-01 2.206319999999999948e-01
5.800116002320047093e-01 2.255850000000000077e-01
6.000120002400047836e-01 2.308540000000000036e-01
6.200124002480049690e-01 2.365879999999999928e-01
6.400128002560051543e-01 2.418279999999999874e-01
6.600132002640053397e-01 2.457169999999999910e-01
6.800136002720055250e-01 2.491700000000000026e-01
7.000140002800055994e-01 2.524790000000000090e-01
7.200144002880057847e-01 2.561419999999999808e-01
7.400148002960059701e-01 2.599960000000000049e-01
7.600152003040061555e-01 2.635560000000000125e-01
7.800156003120062298e-01 2.664420000000000122e-01
8.000160003200064152e-01 2.695670000000000011e-01
8.200164003280066005e-01 2.735969999999999791e-01
8.400168003360067859e-01 2.773510000000000142e-01
8.600172003440069712e-01 2.806509999999999838e-01
8.800176003520070456e-01 2.838519999999999932e-01
9.000180003600072309e-01 2.867469999999999741e-01
