0.000000000000000000e+00 0.000000000000000000e+00
2.500062501562539188e-02 7.290000000000000473e-04
5.000125003125078377e-02 1.213700000000000022e-02
7.500187504687617912e-02 3.547600000000000059e-02
1.000025000625015675e-01 5.521999999999999825e-02
1.250031250781269698e-01 6.263699999999999823e-02
1.500037500937523582e-01 6.464300000000000601e-02
1.750043751093777467e-01 6.728000000000000647e-02
2.000050001250031351e-01 7.272199999999999498e-02
2.250056251406285235e-01 8.071000000000000396e-02
2.500062501562539397e-01 9.019800000000000040e-02
2.750068751718793281e-01 1.000469999999999970e-01
3.000075001875047165e-01 1.102820000000000050e-01
3.250081252031301049e-01 1.211969999999999992e-01
3.500087502187554933e-01 1.328040000000000054e-01
3.750093752343808817e-01 1.439729999999999899e-01
4.000100002500062701e-01 1.560340000000000060e-01
4.250106252656316586e-01 1.679140000000000077e-01
4.500112502812570470e-01 1.792150000000000132e-01
4.750118752968824354e-01 1.887469999999999981e-01
5.000125003125078793e-01 1.983219999999999983e-01
5.250131253281332677e-01 2.069979999999999876e-01
5.500137503437586561e-01 2.129479999999999984e-01
5.750143753593840446e-01 2.177689999999999904e-01
6.000150003750094330e-01 2.232699999999999962e-01
6.250156253906348214e-01 2.308169999999999944e-01
6.500162504062602098e-01 2.380500000000000116e-01
6.750168754218855982e-01 2.431959999999999955e-01
7.000175004375109866e-01 2.467640000000000111e-01
7.250181254531363750e-01 2.515330000000000066e-01
7.500187504687617635e-01 2.576450000000000129e-01
7.750193754843871519e-01 2.633590000000000098e-01
8.000200005000125403e-01 2.682069999999999732e-01
8.250206255156379287e-01 2.711609999999999854e-01
8.500212505312633171e-01 2.730119999999999769e-01
8.750218755468887055e-01 2.737740000000000173e-01
9.000225005625140939e-01 2.745150000000000090e-01
9.250231255781394824e-01 2.763829999999999898e-01
9.500237505937648708e-01 2.787169999999999925e-01
9.750243756093902592e-01 2.821529999999999871e-01
1.000025000625015759e+00 2.844180000000000041e-01
1.025025625640641147e+00 2.845659999999999856e-01
1.050026250656266535e+00 2.853240000000000220e-01
1.075026875671891924e+00 2.887629999999999919e-01
1.100027500687517312e+00 2.925530000000000075e-01
1.125028125703142701e+00 2.953149999999999942e-01
1.150028750718768089e+00 2.994089999999999807e-01
1.175029375734393478e+00 3.032389999999999808e-01
1.200030000750018866e+00 3.064000000000000057e-01
1.225030625765644254e+00 3.087280000000000024e-01
1.250031250781269643e+00 3.106050000000000200e-01
1.275031875796895031e+00 3.159179999999999766e-01
1.300032500812520420e+00 3.231649999999999801e-01
1.325033125828145808e+00 3.297660000000000036e-01
1.350033750843771196e+00 3.347570000000000268e-01
1.375034375859396585e+00 3.372539999999999982e-01
1.400035000875021973e+00 3.391890000000000183e-01
1.425035625890647362e+00 3.428789999999999893e-01
1.450036250906272750e+00 3.472979999999999956e-01
1.475036875921898138e+00 3.508100000000000107e-01
1.500037500937523527e+00 3.550039999999999862e-01
1.525038125953148915e+00 3.607310000000000239e-01
1.550038750968774304e+00 3.669350000000000112e-01
1.575039375984399692e+00 3.716499999999999804e-01
